modelId,type,text,brandId
cHVnY2VjUUdnK2NWMForRklSMVpRdz09,model,JAGUAR I-Pace,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09
Tk1EU0F0WmMvV2VPUzl1Ris0aWRtdz09,model,AUDI Q4 e-tron,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
VjRXTVFtVlFUbTM5VGxMQ0ZnRXlhUT09,model,TESLA Model S,SlJEd0xhcmp6NE8raS9saUxTdzc2QT09
cWNvako0eHZDM29xTW1rQzhFS0hlUT09,model,VOLVO V90,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
Rk5zV3RWb0xNVkVVMEFBN3A2ZDk4dz09,model,MERCEDES Clase G,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
Y2V1Q2dKcllURkZsdHpJTzcrRVAxQT09,model,MERCEDES EQC,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
a01zVzlMS21iTklhSDk3c0taaFVRQT09,model,MITSUBISHI Montero,Q1o0OURsamJXQ2tYRlZLK3g2ME5uUT09
UUxwVEU2ellraGE0TG1mcHgySWE2Zz09,model,VOLKSWAGEN Up,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
dVRwVlEvUHo5M3IwM2M0cm1xOWsxdz09,model,BMW X7,Rm00dmdvZUYxZy9MbGhsWlJhKzllQT09
d3luSGxBRWRUY3ZFVXlaaW5LNzhzUT09,model,BMW Z4,Rm00dmdvZUYxZy9MbGhsWlJhKzllQT09
cjNDbnp2TjJZNzVPOXVCc1pGUzdSQT09,model,CHEVROLET Captiva,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
eDk1UVpleTlwVkJqMDVla0xnM3pOZ2xmakcwOVZmNjVXZ1BnWWNNUFVZZz0=,model,DFSK Glory 580,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09
dUNSa25tT0dWTzVjL2pFMmMzTWZpZz09,model,KIA Pro Ceed,Q3JoYldqOVVWKzFnU0RTZzB3OWhQQT09
bWlob3JmdlhwcUZzVnBrc1lVUkhKOVc4cDlWZVNsR1g2Vkp1SVlIenE0Yz0=,model,LAND ROVER Freelander,SEZTaHlSQlEzOGF3YlJQU3RteHJydz09
b014Q0Y4bytQSFdWZTJBUkxrY2tTZz09,model,LEXUS ES,RCtSNWNwU0VSSmk3Rm5ESEl4K1ZUQT09
eDNQMUFoZVdkRDhRU3MxZjlLRFJMUT09,model,MERCEDES AMG GT,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
a052SGVsZXFqMlBUalNqbUN0bGkvZz09,model,NISSAN Ariya,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
aW1UMjNCdCtqcnRxNFhkZGI4czE1T3FmeHhMSHE2TW0zdXRBQzduWnlMbz0=,model,RENAULT Espace SUV,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
alNxWG9zRGhuQ2h0cXlxbjhDRkwyZz09,model,SUZUKI Jimny,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
YWxIdjlPbFdXMy9YaXBnOU4zYTJHQT09,model,TOYOTA Camry,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
TWh2T0F4ZEx3K01ickhOZWdFQ2R1UT09,model,DS DS5,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09
K2lBdjV2aGRJNFBBc0RFZSttblpOZz09,model,MASERATI Levante,cW1oa1hWbHd1dHNBYUVLR1hiVWJJZz09
T0ovc1V2b3UzWVFIV2xZek5mbVhOdz09,model,MG Marvel R,UEtHRFJYbUtOZXZpOUp5NDltNUZJUT09
N3lJWmJEZ0xQVWYvT3hUaVdCWUt3Zz09,model,SSANGYONG KGM Rexton,UFdaVDVROFZYVXRmdTArYnl2UHZMdz09
eGNCdysvUHhXM1lkTHl3Sm4rRzI1SVNXMGx5V1hnelJOdjZFZzFqTUs5ND0=,model,VOLVO V90 Cross Country,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
VU5SQklRY3Q5dHBhakVMNHV3ZE5lUT09,model,BMW Serie 8,Rm00dmdvZUYxZy9MbGhsWlJhKzllQT09
SUxpK0pLMnRYRWVyMFlMWXIrZjNVdz09,model,CHEVROLET Cruze,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
b3dnQUhUbythcHRjRSt2UEpUaytFQT09,model,CHRYSLER Voyager,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09
eXB3OGNEemxIYmY2Z1V0MFNFc0xFdz09,model,CITROEN C2,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
N1FzRG8zaEhEMyt5L1UveElQV09kUT09,model,FORD Connect,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
a3VrQmhSZWtCWTl6YkJtb0hmSHdxdz09,model,FIAT Qubo,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
SkJ4SERWbjJFQnlhVlg5ZGdKMUpySWt6YmRFaXZVQkYzS2VXVlEvdk1YTT0=,model,SEAT Córdoba,UXMza1hTZVMxMjRENWVFNzJvVEsvQT09
WFNvdzB0RUZWc1FWb29ha3JHWGI4ZWxvcDg5UmtaejFlV1MrNlNnOUFGaz0=,model,SUZUKI Grand Vitara,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
ZDF5WHhPbURNcmxoeDZBSDhXeFNJcXhaUkllWUUySlBnUDRCQlZwZ1BuYz0=,model,BENTLEY Continental,cjhmTjRNWE1qNStkaXAxdE9idkNuQT09
VEFwUGVnMW9jRFZoSFFneUJjUU1DUT09,model,HYUNDAI i40,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
RkVmVU00RVE0RFNnZGNSd2ZQNlYrQT09,model,OPEL Vectra,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
eisxaCs4TnNWUGNyRUlqVVFqSEhPQT09,model,CHEVROLET Aveo,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
THliSisybHNkc1NrR1Bqa1cySjdRUT09,model,FORD Explorer,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
NlJWcW93blhxMm1sc05LL3JRQzJrUT09,model,MERCEDES Clase SL,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
UDdhQW5wVVZKcTV0WERLb1JqWXp0QT09,model,MERCEDES EQV,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
RmsvOWJYSEpOc1B1RWZoY1pUcEhmZz09,model,VOLKSWAGEN Eos,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
ZnZFWlFXTHdaK0kxRitwVWI1Mm5Ob095dVhJbEg0aXhiUEthTVUvemg3dz0=,model,VOLKSWAGEN Passat Alltrack,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
VGNlWWxsWWV4V25Nb1BxMUs4T1ltUml0Q2JKVmdvTk1ha1ZoMkdmS0lQRT0=,model,AUDI A6 Allroad,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
cDhnUWlJbzZYYmVGOFFrcEJXbm1HQT09,model,DR DR 5,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09
ZGwxMmZ6czc2eEdIMFlGZkthKzQ0Zz09,model,EVO EVO 3,bURlM0NkcEtJSGk3emw1RXhxOTRuQT09
emZDVUhTZ2t4TXlSUFNQSkpGZERldz09,model,HONDA Accord,R0RqMUROenlmNFVBSnpURm42bGhxZz09
Y3QvRGFodFFJRkdDTk9IQXhvUUFIQT09,model,SAAB 9-3,SWs3dFgwYk5KUXJIVzErZmdYYUpxdz09
aDA4dDNiWHR3VXpJRzNUNlNsN1JWUT09,model,SKODA Yeti,M3pIdHI5TTY0Um1vbWpmdGdRRU5zZz09
Y3d0NzZwdExVd3lKWXd5QkFQd3ViNXk5dDZUcnpkSzZmM3VsODJtNEdnWT0=,model,DS DS4 Crossback,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09
TkF4Y05md0JjZ0RjM3hGRUFxbTRLdz09,model,JAGUAR F-Type,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09
L2RtYlMrRHBEaEpCeWdYMUdvVTFtQT09,model,KIA Carnival,Q3JoYldqOVVWKzFnU0RTZzB3OWhQQT09
aGszS1VFeUlGUkh3eEUvMzJlNmZ5Z3piY3N0aE1UNUd1RnQzT3IxM0trMD0=,model,MERCEDES Clase GLS,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
QTVIbXpDKzJyajB3eHF3ZG1wM0FNdz09,model,NISSAN NV300,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
VitNZURpQ3B1VlNnNVhta3NyN3RoZz09,model,SEAT Exeo,UXMza1hTZVMxMjRENWVFNzJvVEsvQT09
Q1NvaWVac01SaUEyVjZDNGRlbjFqVFEwTW1HdjB5eHg1eXh0ZnBZbU9NND0=,model,VOLVO V40 Cross Country,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
ZFluMXcwSHYzdDFRQzRNWDE2Yi9KQT09,model,DFSK F5,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09
bno4ZEVpU2ZtYnhWaXVRQXpaWFFsZz09,model,MASERATI Ghibli,cW1oa1hWbHd1dHNBYUVLR1hiVWJJZz09
Unl3bTZJOEFlcm5pNnM2OXRHbWlnUT09,model,MERCEDES EQS SUV,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
MnQyQVptVGcxQXpUNlc2Yy9XZi9Kdz09,model,NISSAN NV400,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
RHJXLzhjWWxLZWU4SkVBSWh2b2d1Zz09,model,OPEL Cabrio,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
aEk0bUhRekpXRzY4M0ZxWlMxaytBUT09,model,TESLA Model X,SlJEd0xhcmp6NE8raS9saUxTdzc2QT09
WXZkTFlVUUlnL1hNNkJtbHpHYWk2Zz09,model,VOLKSWAGEN CC,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
V1ZuaFdFYy9DNXlaOG04VjFUV01ENTVWZlJTWkdnenlwNnpLd1JuMHMzcz0=,model,CITROEN C4 Aircross,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
MkFTZ1BqQTZ2N3hJQ3ZuOUJid3pRUT09,model,INFINITI Q50,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09
Y0F5QjBnUVNqWU1vVklhVVN0MTRpUT09,model,JAGUAR XJ,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09
MVRJOWt3WkVsTG0vLzdmVnZNSGYxdz09,model,JAGUAR XK,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09
UlprSXR2NmUyaWxiTXRGakVkcWZPdz09,model,MAZDA CX-7,TWlnOC85bDUwdFBlYkF0aTNxL0dmUT09
aVB0Y0VNVVVab241ZVd0a245VTRYUT09,model,NISSAN Patrol,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
cXl4a2h2RWhGL0c5VVNKVHdTcjNzRFp6SlZPK2VRQ1YxaGh6SFU1eExxUT0=,model,PEUGEOT Bipper Comercial,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
bWNzNmVPb0JONnRibXVTNkJaWE1lUT09,model,SKODA Citigo,M3pIdHI5TTY0Um1vbWpmdGdRRU5zZz09
aU5nZzdSemxJc2FMSE5xd3cyN28xdz09,model,CITROEN DS3,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
anhWTVhpVlcvSVMvZUNXallUNHJOQT09,model,DFSK SERES 3,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09
U3ovTFdZR2V3MVZ6SThQK3ZUTjRxZz09,model,HYUNDAI ix20,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
c2hUb2N5L2tURTQ3eCtqRXZ0MzNMZz09,model,MERCEDES AMG SL,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
MXdTY1JudVhocCswUzFDRVc2SkRiZz09,model,PORSCHE Cayman,SG8xLzJTcFQxNUE5anZpTHdlN2tsdz09
b0RFTHhTOUIwdTllNmxjcWJ2aUhxQT09,model,SKODA Enyaq iV,M3pIdHI5TTY0Um1vbWpmdGdRRU5zZz09
N0VHTmwyR0R4OC9TbXU3QkZSMUYzT3I3ZWlqaFg5MDZPbWNtb2dRSHZFdz0=,model,SKODA Spaceback,M3pIdHI5TTY0Um1vbWpmdGdRRU5zZz09
alR1MDVlaXlQU3lkZlBEUEhPTU1VZz09,model,SUZUKI Swace,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
MXM3WlRTSVYyUjVjOWVsZDJGN2NhUT09,model,SWM G01,cFpHdUQyZGFiclFkaGtsdGRHRG9IZz09
YTlSRTc0SExRS1RZWmIvTkRLTDRTd09TbjlyV29DSXFFWDdQLzFVR2lCaz0=,model,TOYOTA Aygo X Cross,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
SXZOQnl2NktaN3RET1Y2eU5qM05kUT09,model,BMW Z3,Rm00dmdvZUYxZy9MbGhsWlJhKzllQT09
VEhvTExISmVodGUzbmJ3d1pJV2toZz09,model,CITROEN Nemo,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
eHVybG8rdnVsSkJ1NGFTNjQvS3RCZz09,model,EVO Cross 4,bURlM0NkcEtJSGk3emw1RXhxOTRuQT09
R3hTdjV0bnRwTVVVdmtSUnBOaktTQT09,model,MERCEDES 190,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
aWkrQ2x4TkVNUDZtMGs4TmpML2ttQT09,model,MERCEDES EQT,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
QmF5V3dLT21qN3N2ckFRRjZYR0Z0SENqU05WeEpsMHFSWEtoU05acDU4bz0=,model,MINI Mini Clubman,d2wzc2V2UktReGgwMHVtNEVrUm0xdz09
cmgwL2prWnlDVnhTRlM2MjRmc08vQT09,model,OPEL Antara,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
ZjNFZGZvWXdqSkJ6RXhBMlhGL3NHZz09,model,RENAULT Twizy,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
Qk42Qkt0eE1EYWIyd25rdkc0d1o1Zz09,model,SSANGYONG KGM Torres,UFdaVDVROFZYVXRmdTArYnl2UHZMdz09
UDZTOWNNVmdhRWg2aEFIdlhrL0xYeUtGV0oyMTBXTmdwZGd2NXRVZ011VT0=,model,SUZUKI SX4 S-Cross,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
djY0TDI4QmVOQ245VTlmclo5Wk45UT09,model,TESLA Model Y,SlJEd0xhcmp6NE8raS9saUxTdzc2QT09
bDRXSFZ1UEcrc2JsMVpldytLYkRlQT09,model,ALFA ROMEO MiTo,cG83QUFWWlpYVStPUlJLMlBQRW1JZz09
OFcyMkw1YXRjQW90aWpySWM5MDZIUT09,model,CITROEN DS4,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
UUxqc2ZpS0g1K01lL2RGa1NvU2ZBUT09,model,DFSK 500,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09
UW1BeDR5N1k0R09qQ2tscVg5di9nUT09,model,FIAT Freemont,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
OHFrU0g0RmptcDZhQ2xhYUJFVmpRdz09,model,FORD B-Max,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
QUQ2ZnduYnJObUxINTdINnNNdHFKdz09,model,FORD Bronco,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
aTc1L3RxSXhBSVB5ekUrRFVZQlI1QT09,model,FORD Edge,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
YU1qNFFwL2l0STMwemI2YS9lSkZQUT09,model,HYUNDAI Elantra,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
djZFb3B3NGJ5WTIwanJiUno5NXB2Zz09,model,INFINITI QX30,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09
cFBqeVZ1NXZLSGxtVE9YNXI1d1ZzUT09,model,LEXUS LBX,RCtSNWNwU0VSSmk3Rm5ESEl4K1ZUQT09
S3Q1T0tvTDdHSEk2c2RENE1JL1ZrdmtYRzRtMjRXQ1hTekZvTitmRVhIRT0=,model,MERCEDES Clase CLC,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
WjZsNWVWZ0J0OHAvVWVMeGdzUW9FQT09,model,NISSAN NT400,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
ZFdSVjk1REdMNHFSdjlYeWRKSVdpdz09,model,OPEL Combo N1,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
ZXYza0RVb0d3TkJrOCs3cEZJVzdwUT09,model,PORSCHE Taycan,SG8xLzJTcFQxNUE5anZpTHdlN2tsdz09
K1lhQmFvNVFMSkQ2VEhiL3E2YktNZz09,model,RENAULT Rafale,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
N04vM2RDNE5wU05CeVJJSStXbitzZz09,model,RENAULT Symbioz,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
TTUrbzRCSWZEUXVLQXNkVmgvTkhRUT09,model,SUZUKI Across,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
UEtZeEdRVTNmVEVpb2c1SDlzaFhQdz09,model,VOLKSWAGEN Amarok,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
cUp3SWxMZmoxQUg5QU9uUjZibkJKQT09,model,VOLVO S40,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
TEVnVmxjcXNpbDBOQ25NZjBFYUlEQT09,model,HYUNDAI Getz,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
RmdtK0ZoWDVwRFl5d2hWZkVEYlRPdz09,model,LANCIA Ypsilon,V0pia0JxRGpOSE1PaU00R0YrbDhnUT09
UkxWRDJJMlR0alVaM2NBM0FKTFZ3dz09,model,LEXUS LS,RCtSNWNwU0VSSmk3Rm5ESEl4K1ZUQT09
UFU0THJkRkFxeDBETjR1OHZ4NTFMZz09,model,NISSAN Evalia,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
dnErY3VkVCtTUG1TTFYxK1NVOFhjdz09,model,NISSAN Murano,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
TGxVeFJnNHUzanlrcy9tK2p1VmdHdz09,model,NISSAN NV250,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
a0lFdTA5cVhYMElWRUJEbUZUZVFpUT09,model,NISSAN Terrano,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
Tnc2QW9wYUI2eUpBU2lNM21jWk5hUT09,model,OPEL Frontera,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
YUtFTVlqY3cydTRUckxHSWJTRE05QT09,model,SUBARU Impreza,U1pUMzZBWnh2M0dlcmt4RUkyWFhmdz09
S25yanRmeVFxSjkyUzRBeFZ6V0xxdz09,model,TOYOTA bZ4X,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
WmNocHk3K0M2V1ZoTjdOalUrN2xtUT09,model,BMW i4,Rm00dmdvZUYxZy9MbGhsWlJhKzllQT09
UmtIcnRTbkt1QU1OT1VQQkFRMExLMnhFL2w5Vmt0T3JOVUQyb0daemRvYz0=,model,HYUNDAI i20 Active,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
ZDd6cG95WHc1ZDNCbWhPbjBGV1R5dz09,model,JAGUAR X-Type,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09
REsybmxaYjc3TkJWUkRLL0txUTVwdz09,model,LEXUS RZ,RCtSNWNwU0VSSmk3Rm5ESEl4K1ZUQT09
Zmw5Yy84cGxTTkJtelI2dmJEd2EyUT09,model,MAZDA CX-80,TWlnOC85bDUwdFBlYkF0aTNxL0dmUT09
Z3dOZUgxSjVPNkc2MkwxNS9oTTRmdz09,model,SMART 3,Ykp2aXFqd0Q0dXM5TTdmWjZCN29iQT09
eksxNnJiRW5oNS9pWndIVWlKc0tMZz09,model,VOLVO V50,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
QS8wa2hqNEVkaWFKODdXMWhWU2JDZz09,model,CITROEN DS5,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
ZVcyeVVYK3JMWUxaZXFSWklSWExpQT09,model,EVO EVO 7,bURlM0NkcEtJSGk3emw1RXhxOTRuQT09
TTI0czFUTE1xUDN4NVpEVEpoSElHQT09,model,FORD Galaxy,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
dEZDajRkcnptNUozMWVYWE5TR0hoUT09,model,ISUZU D-Max,OEUySUwyZzdoZlFkUGRDdHNLckNtZz09
NTZ0c2JTN2E3L1FhWVYyUWVLbEJBUT09,model,LANCIA Voyager,V0pia0JxRGpOSE1PaU00R0YrbDhnUT09
NzV4b2lZR0xPUndmWnlDNHlMZ1gvUT09,model,LEXUS RC,RCtSNWNwU0VSSmk3Rm5ESEl4K1ZUQT09
QlN0aWJLaldUTkFsWUJ2MnVkdFpqdz09,model,MAZDA Mazda5,TWlnOC85bDUwdFBlYkF0aTNxL0dmUT09
ZkNsQ3IvUzNRbGVsWGEyR3R3cnE3UT09,model,MERCEDES Clase X,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
RjhYVnU0ZFkwOWcyaDAyNVBNYjlXUT09,model,NISSAN Cabstar,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
ekJSb0F2YlVUUlE1YW5wVVY1UC82YXE0UXljQTVGMDlBSHdZVzhhZEltOD0=,model,OPEL Corsa Van,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
S0MyTHgrb09LbTYrbmN3REN3VmJOUT09,model,OPEL Karl,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
U2pML0YvdmxueWMvcVhUNFJNSmNNUT09,model,PEUGEOT 406,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
c21nRVFHU0gxanpBRVR2NUpwdTRXaXVPSUN6OUV2Vjc4cWR6eW1DSWtCaz0=,model,RENAULT Clio Societé,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
elJnbDg1M1BTYVd0eFczTGpkbG8yRzJLRjhFdUJaWnFVVjgvdmt5am80RT0=,model,SEAT León X-perience,UXMza1hTZVMxMjRENWVFNzJvVEsvQT09
NWdiM1V1ejJzN2Z4bHFNTzhNRG9hUT09,model,SWM G01F,cFpHdUQyZGFiclFkaGtsdGRHRG9IZz09
QVRsaFVhbitwNVlZWVM1MThZaGxEQT09,model,CHEVROLET Kalos,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
S1VaL21pMWkvOW5ZTE9NSm83RFAxUT09,model,FIAT Bravo,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
cnlZTVlxd3RNYmNiMXlERGc2azY3Zz09,model,FORD Fusion,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
YUNOKzJLSXhJZmwxdVRwaFRueGlRUT09,model,KIA Stinger,Q3JoYldqOVVWKzFnU0RTZzB3OWhQQT09
RUpLaStFNVd6QW9VamVaWVNoTTBuQT09,model,MAN TGE,WjJUQWJCOFVOZm5IV1dDQmdaSTBhUT09
bHNWL1dORXFDcE8ycUlxU1NvZCtMdz09,model,MERCEDES Clase R,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
dUtSNlEvaGs5QjZpK01oL05IWGxudz09,model,NISSAN Almera,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
MnlVaXRlYUVxK2lSeFlUSWJmc3gwbVUzdy9ndVAzcUEyc3BxM1FSZ0Yxcz0=,model,NISSAN Pathfinder,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
Wm5MU05WOVJOSXJwV090NEZpZjhLQT09,model,OPEL Tigra,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
Q0prMStwc1NWVlgvMC91N1ZVU2ZNQT09,model,PEUGEOT 508 RXH,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
NGV3bEt2UFFQRHp0Uk5KQU5lazFBUT09,model,PEUGEOT 807,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
Z2dYRHZCWjJzQTFYN2dHTjljVlhkdz09,model,SSANGYONG KGM Kyron,UFdaVDVROFZYVXRmdTArYnl2UHZMdz09
aFIwYmtTcXhkTWpCL2RvQlkxNW1veVJuNEExbEpxUTQ2Qm8xNEY5U2NNQT0=,model,SSANGYONG KGM Musso Sports,UFdaVDVROFZYVXRmdTArYnl2UHZMdz09
TkFucXNuNFpqVDRDQnFnTW9BOWVldz09,model,SUBARU Solterra,U1pUMzZBWnh2M0dlcmt4RUkyWFhmdz09
eHlOY1RKSStJSkx5SmM3MURKNTgrUT09,model,SUZUKI SX4,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
MFBtVGlRZ09zZmdVYVdmRWIwTGhNUT09,model,VOLKSWAGEN Jetta,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
bUI1U1ZCL0pmMkZOVlZ0UGZJUWk2dz09,model,VOLVO C30,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
Rkd3RnhLcFpNZXhGNW4vK1lWODZuUT09,model,BYD Atto 3,anQ4SVVGMUs4eEN2ZXZFUXNjOGFSQT09
OEZvblhmUGZNRjBkU3lSVDhDaEIzUT09,model,DAEWOO Kalos,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09
dWUxVFRwNEJCdnFkQ0VHN0xIcml5UT09,model,EVO EVO 4,bURlM0NkcEtJSGk3emw1RXhxOTRuQT09
OHpYMldPMEhiQmg0Zi9xTndzekV5M05sYkNBazlOZnd0U1JaNjBjZjFWQT0=,model,FIAT Punto Evo,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
VW91dHdINUVrTnc2NzNXQUp1R2h4cTVMWEc4azdsQzFNWk11d3cxSEFGND0=,model,FORD Focus C-Max,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
VnNFQ25iWjRnOXkyOW9tTEcxeTRyZz09,model,HONDA HR-V SUV,R0RqMUROenlmNFVBSnpURm42bGhxZz09
WlV0QzhHa3B3UXlqdjNaTEtPeEE2dz09,model,HYUNDAI Ioniq 6,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
bFVIOXk1NnZZeVRLN0VCS01vUng1Zz09,model,JAGUAR S-Type,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09
STdVcStBendRaGg1ZjdMSGF5SlNCaEhybE9xeHZnQW1SV3Q4V2VuQ2ROOD0=,model,MERCEDES Clase GLK,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
ZnFaN3k1UjdrSTh6T3BjRVhJT1AxZz09,model,PEUGEOT 107,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
SFRKQXpJcDRjdlJXdkJBc2V1QkI1Zz09,model,PEUGEOT RCZ,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
eWVWR2FLUjRycGRyeEwxNlpTWStSQT09,model,RENAULT Fluence,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
QXZpQjNqN0FaQnlqZ0Z5bVBhdVB3RFBpNld2aFMyOE5vNTI2NEFJTEIwZz0=,model,SUBARU Crosstrek,U1pUMzZBWnh2M0dlcmt4RUkyWFhmdz09
SjE4eVZUQzBwMnJnL0U5UzlwYU1kUT09,model,SUZUKI Samurai,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
b1VzbHNrcGhqeVhLaEZMZlczaHoxZz09,model,VOLKSWAGEN ID7,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
